passenger_id,driver_id,time_of_trip,interaction
P202,D23,night,0
P203,D18,morning,0
P203,D17,afternoon,0
P203,D87,afternoon,0
P203,D74,morning,0
P203,D47,afternoon,0
P203,D48,afternoon,0
P203,D43,night,0
P203,D55,evening,1
P203,D36,night,0
P203,D15,afternoon,0
P203,D11,evening,0
P203,D46,morning,0
P203,D6,night,0
P203,D84,night,1
P203,D26,evening,0
P203,D82,afternoon,0
P203,D22,afternoon,0
P203,D20,night,0
P203,D68,evening,0
P203,D16,morning,1
P203,D83,morning,1
P203,D51,evening,0
P203,D38,morning,0
P203,D39,afternoon,0
P203,D21,afternoon,1
P203,D30,morning,0
P203,D37,evening,0
P203,D40,morning,1
P203,D76,night,0
P203,D52,evening,0
P203,D34,morning,0
P203,D23,afternoon,0
P203,D64,morning,0
P203,D70,morning,0
P203,D89,morning,0
P203,D54,afternoon,0
P203,D45,morning,0
P203,D66,afternoon,0
P203,D49,morning,0
P203,D9,morning,0
P203,D78,morning,0
P203,D57,afternoon,0
P203,D80,afternoon,0
P203,D62,evening,0
P203,D27,night,0
P203,D59,afternoon,1
P203,D10,evening,0
P203,D88,morning,0
P203,D24,night,0
P203,D86,evening,0
P203,D0,night,0
P203,D28,evening,1
P203,D65,night,0
P203,D58,afternoon,0
P203,D19,afternoon,0
P203,D3,afternoon,0
P203,D75,evening,0
P203,D44,afternoon,0
P203,D56,morning,1
P203,D7,afternoon,0
P204,D37,afternoon,0
P204,D74,night,0
P204,D16,evening,0
P204,D85,afternoon,0
P204,D7,night,0
P204,D59,morning,0
P204,D77,night,0
P204,D63,afternoon,0
P204,D46,morning,0
P204,D38,morning,0
P204,D32,evening,0
P204,D89,evening,0
P204,D53,night,0
P204,D49,evening,0
P204,D54,morning,0
P204,D30,morning,0
P204,D41,evening,0
P204,D1,morning,0
P204,D34,evening,0
P204,D17,afternoon,0
P204,D31,afternoon,0
P204,D51,morning,0
P204,D14,night,0
P204,D68,morning,0
P204,D35,afternoon,1
P204,D36,morning,0
P204,D88,evening,0
P204,D69,evening,0
P204,D43,evening,0
P204,D57,afternoon,0
P204,D78,evening,0
P204,D84,afternoon,0
P204,D11,morning,0
P204,D2,night,0
P204,D39,morning,0
P204,D10,night,0
P204,D87,night,0
P204,D6,night,0
P204,D76,night,0
P204,D60,evening,0
P204,D47,night,0
P204,D13,night,0
P204,D86,afternoon,0
P204,D48,afternoon,0
P204,D23,afternoon,0
P204,D62,afternoon,0
P204,D83,night,0
P204,D15,afternoon,0
P204,D67,evening,0
P204,D28,morning,0
P204,D66,night,0
P204,D45,night,0
P204,D22,morning,0
P204,D65,morning,0
P204,D82,morning,0
P204,D5,night,0
P204,D50,night,0
P204,D75,night,0
P204,D19,morning,0
P204,D12,night,0
P205,D56,night,0
P205,D69,evening,0
P205,D45,morning,0
P205,D55,night,0
P205,D33,night,1
P205,D15,morning,1
P205,D78,night,1
P205,D3,morning,0
P205,D14,afternoon,0
P205,D58,afternoon,0
P205,D2,afternoon,1
P205,D1,morning,0
P205,D80,afternoon,0
P205,D40,night,0
P205,D75,evening,0
P205,D73,morning,1
P205,D4,morning,1
P205,D31,evening,0
P205,D49,night,0
P205,D35,night,0
P205,D87,night,1
P205,D77,evening,1
P205,D34,evening,0
P205,D84,morning,0
P205,D8,morning,0
P205,D72,evening,0
P205,D7,afternoon,0
P205,D29,morning,0
P205,D50,night,0
P205,D52,night,0
P205,D67,morning,0
P205,D39,night,0
P205,D30,evening,1
P205,D48,morning,0
P205,D71,night,0
P205,D63,night,0
P205,D21,morning,1
P205,D68,afternoon,0
P205,D6,afternoon,0
P205,D76,night,0
P205,D74,evening,0
P205,D32,evening,1
P205,D18,afternoon,0
P205,D17,afternoon,0
P205,D62,night,0
P205,D10,afternoon,1
P205,D41,afternoon,0
P205,D13,evening,0
P205,D46,evening,0
P205,D24,morning,0
P205,D23,night,0
P205,D51,afternoon,0
P205,D43,afternoon,1
P205,D81,afternoon,0
P205,D89,afternoon,0
P205,D85,morning,1
P205,D12,evening,0
P205,D27,afternoon,0
P205,D79,afternoon,0
P205,D59,morning,1
P206,D62,afternoon,1
P206,D73,afternoon,0
P206,D71,evening,0
P206,D49,evening,0
P206,D47,afternoon,0
P206,D87,evening,1
P206,D78,night,0
P206,D82,morning,0
P206,D61,morning,0
P206,D19,evening,1
P206,D13,morning,0
P206,D7,evening,0
P206,D35,morning,1
P206,D37,evening,1
P206,D56,morning,0
P206,D2,evening,0
P206,D38,morning,0
P206,D28,morning,0
P206,D53,night,0
P206,D42,evening,0
P206,D27,evening,1
P206,D65,afternoon,0
P206,D34,afternoon,0
P206,D46,evening,0
P206,D88,morning,0
P206,D21,night,0
P206,D1,morning,1
P206,D64,morning,0
P206,D48,night,0
P206,D23,night,0
P206,D79,afternoon,0
P206,D45,afternoon,0
P206,D63,night,1
P206,D40,afternoon,0
P206,D18,morning,1
P206,D60,morning,1
P206,D30,morning,0
P206,D4,morning,1
P206,D66,night,0
P206,D75,night,1
P206,D70,afternoon,0
P206,D55,afternoon,0
P206,D25,evening,1
P206,D22,afternoon,0
P206,D72,afternoon,0
P206,D9,evening,0
P206,D59,afternoon,1
P206,D36,night,0
P206,D80,night,0
P206,D58,night,0
P206,D32,afternoon,0
P206,D43,afternoon,1
P206,D12,night,0
P206,D76,morning,0
P206,D77,afternoon,0
P206,D26,morning,1
P206,D52,afternoon,0
P206,D67,night,0
P206,D3,morning,0
P206,D81,morning,0
P207,D25,night,0
P207,D46,morning,0
P207,D58,morning,0
P207,D48,evening,0
P207,D80,night,0
P207,D74,night,0
P207,D53,morning,0
P207,D50,night,0
P207,D86,morning,0
P207,D3,evening,0
P207,D14,night,0
P207,D8,afternoon,0
P207,D79,morning,0
P207,D5,morning,0
P207,D41,afternoon,0
P207,D59,afternoon,1
P207,D28,morning,0
P207,D82,night,0
P207,D31,afternoon,1
P207,D11,night,0
P207,D67,afternoon,0
P207,D88,morning,0
P207,D69,evening,0
P207,D45,night,0
P207,D2,night,0
P207,D76,afternoon,0
P207,D21,night,0
P207,D89,morning,0
P207,D49,afternoon,0
P207,D63,evening,0
P207,D62,night,0
P207,D10,afternoon,1
P207,D66,evening,0
P207,D0,afternoon,1
P207,D38,morning,0
P207,D83,evening,0
P207,D24,afternoon,0
P207,D56,afternoon,0
P207,D44,evening,0
P207,D52,evening,0
P207,D13,evening,0
P207,D68,afternoon,0
P207,D61,night,0
P207,D26,afternoon,0
P207,D18,night,0
P207,D9,afternoon,0
P207,D17,evening,0
P207,D47,afternoon,0
P207,D42,morning,0
P207,D57,afternoon,0
P207,D81,night,1
P207,D4,morning,1
P207,D35,afternoon,1
P207,D78,morning,0
P207,D36,night,0
P207,D22,night,0
P207,D29,afternoon,0
P207,D32,afternoon,0
P207,D12,morning,0
P207,D72,morning,0
P208,D76,evening,0
P208,D33,night,1
P208,D57,afternoon,0
P208,D55,morning,0
P208,D40,night,1
P208,D39,evening,0
P208,D73,evening,0
P208,D78,night,0
P208,D3,night,0
P208,D54,evening,0
P208,D60,evening,0
P208,D17,afternoon,0
P208,D4,evening,1
P208,D16,night,0
P208,D21,night,0
P208,D63,afternoon,0
P208,D9,night,1
P208,D37,afternoon,0
P208,D70,afternoon,0
P208,D53,evening,0
P208,D15,afternoon,0
P208,D18,evening,0
P208,D27,night,0
P208,D87,afternoon,0
P208,D28,evening,1
P208,D44,afternoon,0
P208,D38,evening,0
P208,D32,night,0
P208,D19,night,1
P208,D20,afternoon,0
P208,D74,morning,0
P208,D72,night,0
P208,D79,evening,0
P208,D12,evening,0
P208,D52,evening,0
P208,D67,night,0
P208,D29,morning,0
P208,D43,evening,0
P208,D61,evening,1
P208,D64,afternoon,0
P208,D2,morning,0
P208,D7,night,0
P208,D23,morning,0
P208,D22,night,1
P208,D30,afternoon,0
P208,D25,night,0
P208,D80,evening,0
P208,D13,night,0
P208,D66,evening,0
P208,D35,afternoon,1
P208,D11,evening,0
P208,D75,afternoon,1
P208,D69,afternoon,1
P208,D85,evening,1
P208,D45,night,0
P208,D65,morning,0
P208,D82,evening,0
P208,D14,morning,1
P208,D34,afternoon,0
P208,D49,night,0
P209,D20,morning,0
P209,D52,morning,0
P209,D60,night,0
P209,D4,night,0
P209,D86,evening,0
P209,D0,afternoon,0
P209,D24,morning,0
P209,D71,morning,0
P209,D44,afternoon,0
P209,D32,night,0
P209,D42,evening,0
P209,D85,night,0
P209,D31,afternoon,0
P209,D30,evening,0
P209,D49,afternoon,0
P209,D22,night,0
P209,D45,evening,0
P209,D26,morning,0
P209,D62,evening,0
P209,D43,evening,0
P209,D7,evening,0
P209,D41,night,0
P209,D72,afternoon,0
P209,D66,afternoon,0
P209,D14,evening,0
P209,D29,morning,0
P209,D5,night,0
P209,D84,night,0
P209,D79,night,0
P209,D89,evening,0
P209,D73,evening,0
P209,D75,morning,0
P209,D70,morning,0
P209,D28,afternoon,0
P209,D54,morning,0
P209,D8,afternoon,0
P209,D65,night,0
P209,D78,night,0
P209,D1,evening,0
P209,D34,night,0
P209,D21,night,0
P209,D11,night,0
P209,D23,evening,0
P209,D9,afternoon,0
P209,D50,afternoon,1
P209,D57,evening,0
P209,D82,night,0
P209,D19,night,0
P209,D80,morning,0
P209,D2,night,0
P209,D46,morning,0
P209,D51,evening,0
P209,D58,morning,0
P209,D3,afternoon,0
P209,D10,morning,0
P209,D74,night,0
P209,D25,morning,0
P209,D55,afternoon,0
P209,D61,night,0
P209,D16,afternoon,0
P210,D78,morning,0
P210,D79,evening,0
P210,D87,morning,0
P210,D45,morning,0
P210,D56,evening,0
P210,D82,night,0
P210,D33,night,1
P210,D75,night,0
P210,D12,morning,0
P210,D60,evening,0
P210,D58,afternoon,0
P210,D41,morning,0
P210,D61,afternoon,0
P210,D74,afternoon,0
P210,D27,evening,1
P210,D59,morning,1
P210,D70,evening,0
P210,D19,afternoon,0
P210,D76,evening,0
P210,D46,evening,0
P210,D13,evening,0
P210,D54,evening,0
P210,D4,night,1
P210,D47,morning,0
P210,D49,evening,0
P210,D89,afternoon,0
P210,D0,evening,0
P210,D77,afternoon,1
P210,D16,night,0
P210,D86,evening,0
P210,D85,night,1
P210,D34,evening,0
P210,D38,afternoon,0
P210,D35,evening,0
P210,D25,evening,0
P210,D5,evening,0
P210,D67,afternoon,0
P210,D32,afternoon,0
P210,D48,afternoon,0
P210,D10,afternoon,1
P210,D52,morning,0
P210,D65,morning,0
P210,D88,afternoon,0
P210,D51,morning,0
P210,D63,evening,0
P210,D37,afternoon,0
P210,D68,night,0
P210,D55,night,0
P210,D24,morning,0
P210,D66,evening,0
P210,D53,evening,0
P210,D21,afternoon,0
P210,D22,evening,0
P210,D72,night,0
P210,D81,afternoon,0
P210,D18,afternoon,0
P210,D3,afternoon,0
P210,D7,night,0
P210,D44,morning,0
P210,D11,night,0
P211,D33,evening,1
P211,D72,morning,0
P211,D88,evening,1
P211,D11,evening,1
P211,D69,afternoon,0
P211,D80,afternoon,0
P211,D62,afternoon,1
P211,D61,night,0
P211,D51,night,0
P211,D47,morning,0
P211,D28,night,0
P211,D36,evening,0
P211,D45,morning,0
P211,D22,afternoon,0
P211,D24,morning,0
P211,D35,morning,1
P211,D41,evening,0
P211,D48,night,0
P211,D70,morning,0
P211,D74,night,0
P211,D55,night,0
P211,D39,night,0
P211,D37,morning,0
P211,D71,afternoon,0
P211,D78,morning,0
P211,D53,morning,0
P211,D68,afternoon,0
P211,D21,morning,0
P211,D42,evening,0
P211,D4,afternoon,0
P211,D60,night,0
P211,D12,afternoon,0
P211,D63,afternoon,0
P211,D76,morning,0
P211,D17,morning,0
P211,D30,night,0
P211,D20,evening,0
P211,D7,evening,0
P211,D50,afternoon,0
P211,D52,afternoon,0
P211,D46,afternoon,0
P211,D1,evening,1
P211,D38,morning,0
P211,D56,evening,0
P211,D85,night,1
P211,D19,afternoon,1
P211,D8,night,0
P211,D58,night,0
P211,D9,afternoon,0
P211,D79,afternoon,0
P211,D25,afternoon,0
P211,D40,morning,0
P211,D43,afternoon,1
P211,D75,afternoon,1
P211,D32,evening,1
P211,D59,evening,0
P211,D15,afternoon,0
P211,D10,evening,0
P211,D29,night,0
P211,D18,night,0
P212,D17,morning,0
P212,D47,morning,1
P212,D53,evening,0
P212,D48,afternoon,0
P212,D34,night,0
P212,D54,evening,0
P212,D7,morning,0
P212,D63,night,0
P212,D21,night,0
P212,D83,evening,0
P212,D79,morning,0
P212,D84,afternoon,0
P212,D27,evening,1
P212,D59,afternoon,1
P212,D85,morning,0
P212,D42,evening,0
P212,D44,evening,0
P212,D5,morning,0
P212,D25,night,0
P212,D56,afternoon,1
P212,D89,morning,0
P212,D16,evening,0
P212,D64,morning,0
P212,D22,afternoon,0
P212,D55,evening,1
P212,D76,morning,0
P212,D9,afternoon,0
P212,D4,night,0
P212,D31,evening,0
P212,D72,morning,0
P212,D37,afternoon,0
P212,D8,morning,0
P212,D41,morning,0
P212,D60,night,0
P212,D46,evening,0
P212,D71,evening,0
P212,D73,afternoon,0
P212,D24,evening,0
P212,D49,afternoon,0
P212,D87,evening,0
P212,D43,night,0
P212,D45,afternoon,0
P212,D88,night,0
P212,D78,evening,0
P212,D23,afternoon,0
P212,D67,night,0
P212,D12,evening,0
P212,D20,evening,0
P212,D65,night,0
P212,D32,morning,0
P212,D10,afternoon,1
P212,D52,night,0
P212,D14,evening,0
P212,D61,night,0
P212,D80,evening,0
P212,D62,evening,0
P212,D11,night,0
P212,D28,afternoon,0
P212,D36,morning,0
P212,D86,night,0
P213,D24,evening,0
P213,D12,afternoon,0
P213,D6,night,0
P213,D4,evening,1
P213,D37,afternoon,0
P213,D81,afternoon,0
P213,D56,morning,0
P213,D46,night,0
P213,D3,morning,0
P213,D29,night,0
P213,D35,afternoon,1
P213,D5,afternoon,0
P213,D49,morning,1
P213,D75,afternoon,1
P213,D31,evening,0
P213,D55,evening,1
P213,D1,evening,1
P213,D51,night,0
P213,D87,morning,0
P213,D79,night,0
P213,D78,night,0
P213,D62,evening,0
P213,D84,evening,0
P213,D39,evening,0
P213,D60,night,0
P213,D32,afternoon,0
P213,D86,night,0
P213,D22,afternoon,0
P213,D15,afternoon,0
P213,D61,evening,0
P213,D2,night,0
P213,D11,night,0
P213,D48,evening,0
P213,D9,night,1
P213,D50,afternoon,1
P213,D52,afternoon,0
P213,D10,morning,0
P213,D74,night,0
P213,D47,evening,0
P213,D23,night,0
P213,D70,night,0
P213,D58,evening,0
P213,D67,afternoon,0
P213,D83,evening,1
P213,D88,morning,0
P213,D21,evening,0
P213,D57,afternoon,0
P213,D27,night,0
P213,D20,evening,0
P213,D80,afternoon,0
P213,D65,evening,0
P213,D63,night,1
P213,D68,night,0
P213,D0,afternoon,0
P213,D44,morning,0
P213,D38,morning,0
P213,D73,afternoon,0
P213,D77,evening,0
P213,D82,morning,0
P213,D7,morning,0
P214,D87,night,0
P214,D52,night,0
P214,D22,afternoon,0
P214,D42,afternoon,0
P214,D4,evening,0
P214,D9,morning,0
P214,D20,morning,0
P214,D2,night,0
P214,D57,evening,0
P214,D73,morning,0
P214,D17,morning,0
P214,D49,morning,0
P214,D29,night,0
P214,D26,morning,0
P214,D80,night,0
P214,D45,morning,0
P214,D51,night,0
P214,D14,evening,0
P214,D1,evening,0
P214,D71,night,0
P214,D44,night,0
P214,D10,evening,0
P214,D36,morning,0
P214,D77,morning,1
P214,D82,afternoon,0
P214,D83,afternoon,0
P214,D13,morning,0
P214,D6,afternoon,0
P214,D55,evening,0
P214,D65,night,0
P214,D23,evening,0
P214,D5,evening,0
P214,D75,night,0
P214,D8,night,0
P214,D60,evening,0
P214,D18,morning,0
P214,D34,night,0
P214,D11,night,0
P214,D25,night,0
P214,D31,morning,1
P214,D79,night,0
P214,D54,afternoon,0
P214,D12,morning,0
P214,D70,night,0
P214,D74,night,0
P214,D86,night,0
P214,D32,afternoon,0
P214,D16,evening,0
P214,D89,evening,0
P214,D88,evening,0
P214,D46,morning,0
P214,D78,evening,0
P214,D27,morning,0
P214,D61,morning,0
P214,D28,evening,1
P214,D40,evening,1
P214,D63,afternoon,0
P214,D43,evening,0
P214,D35,afternoon,0
P214,D84,night,0
P215,D78,morning,0
P215,D66,evening,0
P215,D27,afternoon,0
P215,D68,morning,0
P215,D17,afternoon,0
P215,D14,evening,0
P215,D32,evening,1
P215,D39,evening,1
P215,D51,afternoon,0
P215,D31,morning,0
P215,D73,afternoon,0
P215,D86,afternoon,0
P215,D82,evening,0
P215,D24,evening,0
P215,D62,afternoon,1
P215,D41,morning,0
P215,D23,morning,0
P215,D26,night,0
P215,D81,afternoon,0
P215,D75,evening,0
P215,D33,afternoon,0
P215,D22,afternoon,0
P215,D3,evening,0
P215,D84,evening,0
P215,D47,evening,0
P215,D71,evening,0
P215,D35,evening,0
P215,D10,morning,0
P215,D60,afternoon,0
P215,D0,afternoon,0
P215,D79,evening,0
P215,D4,afternoon,0
P215,D69,afternoon,1
P215,D89,morning,0
P215,D88,evening,1
P215,D7,morning,0
P215,D15,afternoon,0
P215,D37,afternoon,0
P215,D45,night,0
P215,D12,afternoon,0
P215,D44,evening,0
P215,D61,afternoon,0
P215,D49,night,0
P215,D20,afternoon,1
P215,D30,afternoon,0
P215,D9,evening,0
P215,D70,evening,0
P215,D8,night,0
P215,D50,evening,1
P215,D87,afternoon,0
P215,D65,evening,0
P215,D55,afternoon,0
P215,D52,morning,0
P215,D25,evening,0
P215,D83,morning,1
P215,D13,evening,0
P215,D29,morning,0
P215,D21,afternoon,0
P215,D42,morning,1
P215,D6,morning,0
P216,D15,evening,0
P216,D86,afternoon,0
P216,D42,afternoon,0
P216,D80,afternoon,0
P216,D17,evening,0
P216,D81,morning,0
P216,D84,night,0
P216,D69,afternoon,0
P216,D52,night,0
P216,D63,night,0
P216,D37,afternoon,0
P216,D75,afternoon,0
P216,D9,evening,0
P216,D77,afternoon,0
P216,D7,evening,0
P216,D43,morning,0
P216,D20,night,0
P216,D2,night,0
P216,D6,evening,0
P216,D29,morning,0
P216,D76,night,0
P216,D10,evening,0
P216,D72,night,0
P216,D22,morning,0
P216,D24,afternoon,0
P216,D8,afternoon,0
P216,D49,morning,0
P216,D25,afternoon,0
P216,D60,afternoon,0
P216,D4,morning,0
P216,D33,night,1
P216,D39,evening,0
P216,D56,night,1
P216,D5,evening,0
P216,D61,night,0
P216,D50,evening,1
P216,D87,night,0
P216,D32,evening,0
P216,D34,afternoon,0
P216,D74,afternoon,0
P216,D53,morning,0
P216,D13,morning,0
P216,D38,afternoon,0
P216,D57,evening,0
P216,D40,afternoon,0
P216,D30,morning,0
P216,D21,evening,1
P216,D79,morning,0
P216,D11,afternoon,0
P216,D1,evening,0
P216,D71,evening,0
P216,D31,afternoon,0
P216,D54,afternoon,0
P216,D14,night,0
P216,D28,evening,0
P216,D41,night,1
P216,D89,afternoon,0
P216,D58,evening,0
P216,D47,evening,0
P216,D64,night,0
P217,D46,evening,0
P217,D25,afternoon,0
P217,D84,afternoon,0
P217,D57,morning,0
P217,D72,evening,0
P217,D82,afternoon,0
P217,D12,evening,0
P217,D64,morning,1
P217,D77,morning,1
P217,D59,evening,0
P217,D6,morning,0
P217,D67,morning,1
P217,D0,night,0
P217,D19,night,0
P217,D56,night,0
P217,D20,morning,0
P217,D22,evening,0
P217,D2,afternoon,0
P217,D16,morning,0
P217,D40,morning,1
P217,D3,night,0
P217,D42,afternoon,0
P217,D44,night,0
P217,D54,afternoon,0
P217,D7,evening,0
P217,D86,night,0
P217,D39,night,0
P217,D78,evening,0
P217,D38,afternoon,0
P217,D9,evening,0
P217,D24,night,0
P217,D32,afternoon,0
P217,D63,night,0
P217,D30,morning,0
P217,D81,afternoon,0
P217,D41,evening,0
P217,D11,night,0
P217,D28,evening,0
P217,D61,night,0
P217,D37,afternoon,0
P217,D62,evening,0
P217,D60,afternoon,0
P217,D14,evening,0
P217,D83,morning,0
P217,D43,morning,0
P217,D47,night,0
P217,D55,morning,0
P217,D18,morning,0
P217,D76,evening,0
P217,D21,night,0
P217,D50,afternoon,1
P217,D10,afternoon,0
P217,D53,morning,0
P217,D26,evening,0
P217,D34,afternoon,0
P217,D27,evening,0
P217,D52,morning,0
P217,D36,afternoon,0
P217,D71,morning,1
P217,D79,night,0
P218,D65,afternoon,0
P218,D30,afternoon,1
P218,D8,morning,0
P218,D55,morning,0
P218,D49,morning,0
P218,D24,afternoon,0
P218,D67,night,0
P218,D29,afternoon,0
P218,D40,night,1
P218,D35,morning,1
P218,D74,afternoon,0
P218,D57,night,0
P218,D89,night,0
P218,D62,night,0
P218,D85,morning,1
P218,D73,evening,0
P218,D10,morning,0
P218,D88,morning,0
P218,D53,morning,0
P218,D47,evening,0
P218,D17,night,0
P218,D14,evening,0
P218,D18,afternoon,0
P218,D38,night,0
P218,D75,evening,0
P218,D0,afternoon,0
P218,D3,night,0
P218,D63,morning,0
P218,D12,night,0
P218,D72,afternoon,0
P218,D81,evening,1
P218,D28,afternoon,0
P218,D51,morning,0
P218,D19,evening,0
P218,D31,afternoon,1
P218,D9,afternoon,0
P218,D71,evening,0
P218,D23,afternoon,0
P218,D16,morning,0
P218,D44,night,0
P218,D59,afternoon,1
P218,D7,morning,0
P218,D26,evening,0
P218,D21,night,0
P218,D5,evening,0
P218,D34,evening,0
P218,D70,night,0
P218,D50,morning,1
P218,D27,afternoon,0
P218,D48,evening,0
P218,D4,night,1
P218,D64,evening,0
P218,D83,morning,0
P218,D2,afternoon,0
P218,D22,morning,0
P218,D6,evening,0
P218,D68,afternoon,0
P218,D80,afternoon,0
P218,D79,morning,0
P218,D43,evening,0
P219,D3,evening,0
P219,D24,evening,0
P219,D44,morning,0
P219,D62,morning,0
P219,D30,afternoon,1
P219,D52,night,0
P219,D66,afternoon,0
P219,D61,afternoon,0
P219,D32,evening,1
P219,D16,afternoon,0
P219,D70,morning,0
P219,D65,morning,0
P219,D11,morning,0
P219,D40,morning,0
P219,D14,evening,0
P219,D82,afternoon,0
P219,D20,morning,0
P219,D79,night,0
P219,D69,morning,0
P219,D81,afternoon,0
P219,D25,night,0
P219,D4,morning,0
P219,D58,night,0
P219,D8,evening,0
P219,D59,afternoon,1
P219,D88,night,0
P219,D46,morning,0
P219,D71,evening,0
P219,D87,night,0
P219,D45,evening,0
P219,D57,night,0
P219,D13,night,0
P219,D75,night,0
P219,D2,afternoon,0
P219,D22,evening,0
P219,D34,afternoon,0
P219,D21,night,0
P219,D89,evening,0
P219,D51,evening,0
P219,D78,night,0
P219,D63,night,0
P219,D50,night,0
P219,D47,morning,0
P219,D6,evening,1
P219,D41,night,0
P219,D83,morning,0
P219,D60,night,0
P219,D72,evening,0
P219,D67,afternoon,0
P219,D9,morning,0
P219,D43,evening,1
P219,D49,afternoon,0
P219,D85,night,0
P219,D7,afternoon,0
P219,D84,morning,0
P219,D10,afternoon,1
P219,D42,afternoon,0
P219,D0,afternoon,0
P219,D36,night,0
P219,D26,afternoon,0
P220,D45,evening,0
P220,D11,afternoon,0
P220,D70,afternoon,0
P220,D8,night,0
P220,D68,night,0
P220,D0,morning,0
P220,D74,afternoon,0
P220,D56,afternoon,1
P220,D44,evening,0
P220,D60,evening,0
P220,D6,evening,0
P220,D79,evening,0
P220,D39,night,0
P220,D3,morning,0
P220,D62,afternoon,0
P220,D78,afternoon,0
P220,D16,afternoon,0
P220,D67,night,0
P220,D37,morning,0
P220,D13,night,0
P220,D86,afternoon,0
P220,D32,morning,0
P220,D72,morning,0
P220,D61,morning,0
P220,D57,afternoon,0
P220,D58,evening,0
P220,D51,evening,0
P220,D77,morning,1
P220,D34,afternoon,0
P220,D33,afternoon,0
P220,D21,evening,1
P220,D18,night,0
P220,D29,night,0
P220,D76,morning,0
P220,D20,night,0
P220,D53,night,0
P220,D73,night,0
P220,D69,afternoon,1
P220,D7,evening,0
P220,D30,morning,0
P220,D5,afternoon,0
P220,D2,evening,0
P220,D28,afternoon,0
P220,D46,morning,0
P220,D38,afternoon,0
P220,D66,afternoon,0
P220,D36,afternoon,0
P220,D85,afternoon,0
P220,D63,night,0
P220,D43,morning,0
P220,D49,evening,0
P220,D35,morning,1
P220,D31,night,0
P220,D23,evening,0
P220,D1,night,0
P220,D27,morning,0
P220,D88,evening,1
P220,D75,morning,0
P220,D87,night,0
P220,D48,evening,0
P221,D28,morning,0
P221,D23,night,0
P221,D2,evening,0
P221,D50,night,0
P221,D4,morning,0
P221,D86,night,0
P221,D53,evening,0
P221,D79,night,0
P221,D20,night,0
P221,D83,afternoon,1
P221,D76,evening,0
P221,D34,evening,0
P221,D69,night,0
P221,D25,night,0
P221,D33,morning,0
P221,D75,morning,0
P221,D21,morning,0
P221,D17,afternoon,0
P221,D62,afternoon,0
P221,D12,morning,0
P221,D19,afternoon,0
P221,D57,afternoon,0
P221,D54,evening,0
P221,D3,morning,0
P221,D18,evening,0
P221,D51,morning,0
P221,D85,morning,0
P221,D13,morning,0
P221,D10,evening,0
P221,D5,evening,1
P221,D61,morning,0
P221,D74,evening,0
P221,D45,night,0
P221,D65,night,0
P221,D78,evening,0
P221,D55,evening,1
P221,D41,afternoon,0
P221,D80,morning,0
P221,D87,night,0
P221,D46,morning,0
P221,D68,evening,0
P221,D82,afternoon,0
P221,D73,morning,0
P221,D9,morning,0
P221,D52,afternoon,0
P221,D37,afternoon,0
P221,D38,morning,0
P221,D88,afternoon,0
P221,D71,morning,0
P221,D77,evening,0
P221,D11,morning,0
P221,D14,afternoon,0
P221,D30,morning,0
P221,D24,afternoon,0
P221,D35,evening,0
P221,D1,morning,0
P221,D39,afternoon,0
P221,D44,night,0
P221,D59,afternoon,1
P221,D58,morning,0
P222,D77,morning,1
P222,D5,night,0
P222,D2,afternoon,1
P222,D33,morning,0
P222,D62,night,0
P222,D85,afternoon,0
P222,D61,morning,0
P222,D1,night,0
P222,D8,morning,0
P222,D53,evening,0
P222,D84,evening,0
P222,D87,morning,0
P222,D19,afternoon,0
P222,D10,evening,0
P222,D60,evening,0
P222,D39,morning,0
P222,D26,morning,0
P222,D32,morning,0
P222,D11,night,0
P222,D38,afternoon,0
P222,D45,afternoon,0
P222,D9,morning,0
P222,D71,evening,0
P222,D74,morning,0
P222,D70,afternoon,0
P222,D47,night,0
P222,D16,morning,0
P222,D0,afternoon,0
P222,D42,night,0
P222,D4,morning,0
P222,D6,night,0
P222,D44,night,0
P222,D7,evening,0
P222,D34,night,0
P222,D58,night,0
P222,D27,afternoon,0
P222,D69,morning,0
P222,D35,afternoon,1
P222,D31,evening,0
P222,D76,night,0
P222,D3,afternoon,0
P222,D40,night,1
P222,D23,evening,0
P222,D72,afternoon,0
P222,D55,night,0
P222,D29,night,0
P222,D36,evening,0
P222,D12,evening,0
P222,D78,morning,0
P222,D37,morning,0
P222,D21,morning,1
P222,D15,evening,0
P222,D86,afternoon,0
P222,D49,afternoon,0
P222,D64,afternoon,0
P222,D63,afternoon,0
P222,D79,evening,0
P222,D17,afternoon,0
P222,D30,evening,1
P222,D18,morning,0
P223,D0,afternoon,0
P223,D60,evening,0
P223,D79,afternoon,0
P223,D83,morning,0
P223,D50,evening,0
P223,D78,night,0
P223,D45,night,0
P223,D49,night,0
P223,D44,night,0
P223,D23,afternoon,0
P223,D66,afternoon,0
P223,D68,night,0
P223,D46,morning,0
P223,D40,morning,0
P223,D26,evening,0
P223,D19,evening,0
P223,D14,afternoon,0
P223,D4,afternoon,0
P223,D24,afternoon,0
P223,D75,night,0
P223,D12,evening,0
P223,D5,night,0
P223,D15,evening,0
P223,D71,afternoon,0
P223,D87,evening,0
P223,D69,afternoon,0
P223,D65,afternoon,0
P223,D39,evening,0
P223,D82,night,0
P223,D20,afternoon,0
P223,D59,night,0
P223,D27,night,0
P223,D35,evening,0
P223,D67,afternoon,0
P223,D80,night,0
